PhotoID,Species,Area,PctCov,Count
CA1968_150_10,Finger,0.014,0.461,3
CA1968_150_10,Kirkpatrickia coulmani,0.011,0.362,1
CA1968_150_10,Rossella podagrosa,2.216,73.017,NA
CA1968_150_10,Spikey,0.027,0.89,3
CA1968_150_10,Staghorn,0.008,0.264,1
CA1968_150_10,Volcano,0.333,10.972,1
CA1968_150_11,Basketball,0.053,2.8,2
CA1968_150_11,Bryozoa,0.203,10.726,NA
CA1968_150_11,Finger,0.212,11.202,28
CA1968_150_11,Rossella podagrosa,0.871,46.021,NA
CA1968_150_11,Spikey,0.048,2.536,5
CA1968_150_11,Volcano,0.307,16.221,2
CA1968_150_12,Dendrilla antarctica,0.048,2.238,1
CA1968_150_12,Finger,0.202,9.42,20
CA1968_150_12,Leucascus leptoraphis,0.023,1.073,1
CA1968_150_12,Mycale acerata,0.519,24.203,1
CA1968_150_12,Rossella podagrosa,0.836,38.985,NA
CA1968_150_12,Staghorn,0.058,2.705,1
CA1968_150_12,Volcano,0.358,16.695,1
CA1968_150_13,Basketball,0.108,2.131,6
CA1968_150_13,Finger,0.029,0.572,8
CA1968_150_13,Isodictya erinacea,0.029,0.572,3
CA1968_150_13,Rossella podagrosa,0.963,18.999,NA
CA1968_150_13,Spikey,0.048,0.947,4
CA1968_150_13,Staghorn,0.019,0.375,1
CA1968_150_13,Volcano,1.673,33.007,6
CA1968_150_14,Basketball,0.033,0.931,2
CA1968_150_14,Dendrilla antarctica,0.009,0.254,1
CA1968_150_14,Finger,0.028,0.79,8
CA1968_150_14,Pink Hemigellius sp,0.007,0.197,1
CA1968_150_14,Rossella podagrosa,1.023,28.857,NA
CA1968_150_14,Spikey,0.02,0.564,2
CA1968_150_14,Volcano,0.888,25.049,6
CA1968_150_15,Bryozoa,0.168,5.731,NA
CA1968_150_15,Mycale acerata,0.006,0.205,1
CA1968_150_15,Polymastia invaginata,0.066,2.252,4
CA1968_150_15,Rossella podagrosa,2.755,93.986,NA
CA1968_150_15,Sphaerotylus antarcticus,0.076,2.593,3
CA1968_150_16,Basketball,0.022,0.711,2
CA1968_150_16,Bryozoa,0.488,15.779,NA
CA1968_150_16,Finger,0.045,1.455,17
CA1968_150_16,Kirkpatrickia variolosa,0.016,0.517,1
CA1968_150_16,Leucascus leptoraphis,0.032,1.035,1
CA1968_150_16,Mycale acerata,0.54,17.46,1
CA1968_150_16,Polymastia invaginata,0.026,0.841,4
CA1968_150_16,Rossella podagrosa,0.247,7.986,NA
CA1968_150_16,Spikey,0.011,0.356,2
CA1968_150_17,Basketball,0.182,6.343,5
CA1968_150_17,Bryozoa,0.617,21.502,NA
CA1968_150_17,Dendrilla antarctica,0.003,0.105,1
CA1968_150_17,Finger,0.036,1.255,7
CA1968_150_17,Rossella podagrosa,0.259,9.026,NA
CA1968_150_17,Spikey,0.072,2.509,6
CA1968_150_17,Volcano,0.187,6.517,1
CA1968_150_18,Basketball,0.261,9.446,7
CA1968_150_18,Bryozoa,0.108,3.909,NA
CA1968_150_18,Finger,0.074,2.678,13
CA1968_150_18,Rossella podagrosa,0.111,4.017,NA
CA1968_150_18,Sphaerotylus antarcticus,0.029,1.05,1
CA1968_150_18,Spikey,0.058,2.099,5
CA1968_150_19,Basketball,0.111,3.711,5
CA1968_150_19,Bryozoa,0.369,12.335,NA
CA1968_150_19,Finger,0.085,2.841,19
CA1968_150_19,Polymastia invaginata,0.06,2.006,5
CA1968_150_19,Rossella podagrosa,0.269,8.992,NA
CA1968_150_19,Spikey,0.063,2.106,8
CA1968_150_19,Volcano,0.321,10.73,2
CA1968_150_20,Basketball,0.206,7.271,6
CA1968_150_20,Bryozoa,0.253,8.93,NA
CA1968_150_20,Finger,0.014,0.494,3
CA1968_150_20,Polymastia invaginata,0.025,0.882,3
CA1968_150_20,Rossella podagrosa,0.822,29.013,NA
CA1968_150_20,Volcano,0.256,9.036,2
CA1968_150_21,Basketball,0.419,9.243,14
CA1968_150_21,Bryozoa,0.157,3.463,NA
CA1968_150_21,Polymastia invaginata,0.293,6.463,5
CA1968_150_21,Rossella podagrosa,1.859,41.009,NA
CA1968_150_21,Spikey,0.016,0.353,3
CA1968_150_21,Volcano,0.213,4.699,2
CA1968_150_22,Basketball,0.176,7.661,7
CA1968_150_22,Bryozoa,0.301,13.102,NA
CA1968_150_22,Leucascus leptoraphis,0.008,0.348,1
CA1968_150_22,Polymastia invaginata,0.053,2.307,3
CA1968_150_22,Rossella podagrosa,0.482,20.981,NA
CA1968_150_22,Volcano,0.101,4.396,1
CA1968_150_23,Basketball,0.126,6.37,4
CA1968_150_23,Bryozoa,0.468,23.659,NA
CA1968_150_23,Finger,0.042,2.123,7
CA1968_150_23,Isodictya erinacea,0.015,0.758,1
CA1968_150_23,Mycale acerata,0.137,6.926,1
CA1968_150_23,Polymastia invaginata,0.041,2.073,6
CA1968_150_23,Rossella podagrosa,0.139,7.027,NA
CA1968_150_24,Basketball,0.107,4.464,3
CA1968_150_24,Bryozoa,0.222,9.261,NA
CA1968_150_24,Mycale acerata,0.066,2.753,1
CA1968_150_24,Polymastia invaginata,0.072,3.004,5
CA1968_150_24,Rossella podagrosa,0.192,8.01,NA
CA1968_150_24,Spikey,0.017,0.709,1
CA1968_150_24,Volcano,0.161,6.716,2
CA1968_150_25,Basketball,0.115,6.067,5
CA1968_150_25,Bryozoa,0.177,9.338,NA
CA1968_150_25,Finger,0.006,0.317,1
CA1968_150_25,Leucascus leptoraphis,0.035,1.846,1
CA1968_150_25,Polymastia invaginata,0.015,0.791,3
CA1968_150_25,Rossella podagrosa,0.314,16.566,NA
CA1968_150_25,Sphaerotylus antarcticus,0.025,1.319,1
CA1968_150_25,Spikey,0.004,0.211,2
CA1968_150_26,Basketball,0.07,3.105,4
CA1968_150_26,Bryozoa,0.492,21.822,NA
CA1968_150_26,Finger,0.015,0.665,5
CA1968_150_26,Mycale acerata,0.153,6.786,1
CA1968_150_26,Polymastia invaginata,0.076,3.371,1
CA1968_150_26,Rossella podagrosa,0.158,7.008,NA
CA1968_150_26,Sphaerotylus antarcticus,0.151,6.697,2
CA1968_150_26,Spikey,0.039,1.73,4
CA1968_150_27,Basketball,0.04,1.715,1
CA1968_150_27,Bryozoa,0.301,12.904,NA
CA1968_150_27,Finger,0.038,1.629,9
CA1968_150_27,Leucascus leptoraphis,0.021,0.9,1
CA1968_150_27,Rossella podagrosa,0.956,40.984,NA
CA1968_150_27,Staghorn,0.176,7.545,2
CA1968_150_27,Volcano,0.176,7.545,1
CA1968_150_28,Basketball,0.053,2.479,2
CA1968_150_28,Bryozoa,0.365,17.07,NA
CA1968_150_28,Fan,0.013,0.608,1
CA1968_150_28,Finger,0.035,1.637,5
CA1968_150_28,Isodictya erinacea,0.072,3.367,6
CA1968_150_28,Polymastia invaginata,0.03,1.403,3
CA1968_150_28,Rossella podagrosa,0.786,36.76,NA
CA1968_150_28,Spikey,0.043,2.011,5
CA1968_150_29,Basketball,0.21,10.874,10
CA1968_150_29,Bryozoa,0.428,22.161,NA
CA1968_150_29,Polymastia invaginata,0.013,0.673,1
CA1968_150_29,Rossella podagrosa,0.116,6.006,NA
CA1968_150_29,Sphaerotylus antarcticus,0.021,1.087,1
CA1968_150_30,Basketball,0.374,16.786,9
CA1968_150_30,Bryozoa,0.361,16.202,NA
CA1968_150_30,Polymastia invaginata,0.061,2.738,5
CA1968_150_30,Rossella podagrosa,0.067,3.007,NA
CA1968_150_30,Spikey,0.034,1.526,3
CA1968_150_31,Basketball,0.097,4.495,7
CA1968_150_31,Finger,0.012,0.556,1
CA1968_150_31,Leucascus leptoraphis,0.01,0.463,1
CA1968_150_31,Mycale acerata,0.429,19.88,2
CA1968_150_31,Polymastia invaginata,0.016,0.741,1
CA1968_150_31,Rossella podagrosa,1.099,50.927,NA
CA1968_150_31,Volcano,0.177,8.202,1
CA1968_150_32,Basketball,0.074,2.721,3
CA1968_150_32,Bryozoa,0.296,10.884,NA
CA1968_150_32,Dendrilla antarctica,0.641,23.571,4
CA1968_150_32,Finger,0.074,2.721,3
CA1968_150_32,Hydrozoa,0.07,2.574,NA
CA1968_150_32,Kirkpatrickia coulmani,0.014,0.515,1
CA1968_150_32,Leucascus leptoraphis,0.023,0.846,2
CA1968_150_32,Mycale acerata,0.533,19.599,4
CA1968_150_32,Polymastia invaginata,0.021,0.772,1
CA1968_150_32,Rossella podagrosa,0.789,29.013,NA
CA1968_150_32,Sphaerotylus antarcticus,0.023,0.846,1
CA1968_150_32,Spikey,0.014,0.515,2
CA1968_150_32,Staghorn,0.143,5.258,1
CA1968_150_33,Basketball,0.181,6.503,7
CA1968_150_33,Bryozoa,0.204,7.33,NA
CA1968_150_33,Dendrilla antarctica,1.067,38.337,5
CA1968_150_33,Finger,0.021,0.755,3
CA1968_150_33,Rossella podagrosa,1.169,42.002,NA
CA1968_150_33,Spikey,0.061,2.192,4
CA1968_150_34,Basketball,0.183,5.33,6
CA1968_150_34,Bryozoa,0.449,13.078,NA
CA1968_150_34,Dendrilla antarctica,0.016,0.466,2
CA1968_150_34,Finger,0.123,3.583,1
CA1968_150_34,Leucascus leptoraphis,0.014,0.408,1
CA1968_150_34,Polymastia invaginata,0.047,1.369,3
CA1968_150_34,Rossella podagrosa,0.927,27,NA
CA1968_150_34,Staghorn,0.016,0.466,1
CA1968_150_35,Basketball,0.226,6.484,8
CA1968_150_35,Bryozoa,0.177,5.078,NA
CA1968_150_35,Leucascus leptoraphis,0.038,1.09,2
CA1968_150_35,Polymastia invaginata,0.104,2.984,10
CA1968_150_35,Rossella podagrosa,1.255,36.005,NA
CA1968_160_01,Basketball,0.028,2.466,2
CA1968_160_01,Bryozoa,0.212,18.67,NA
CA1968_160_01,Finger,0.01,0.881,7
CA1968_160_01,Isodictya erinacea,0.012,1.057,1
CA1968_160_01,Leucascus leptoraphis,0.016,1.409,1
CA1968_160_01,Polymastia invaginata,0.04,3.523,3
CA1968_160_01,Rossella podagrosa,0.522,45.971,NA
CA1968_160_01,Spikey,0.059,5.196,6
CA1968_160_01,Staghorn,0.03,2.642,1
CA1968_160_01,Volcano,0.239,21.048,1
CA1968_160_02,Basketball,0.212,6.08,8
CA1968_160_02,Bryozoa,0.126,3.613,NA
CA1968_160_02,Dendrilla antarctica,0.015,0.43,1
CA1968_160_02,Rossella podagrosa,1.43,41.008,NA
CA1968_160_02,Spikey,0.085,2.438,5
CA1968_160_02,Volcano,0.146,4.187,1
CA1968_160_03,Basketball,0.271,7.814,6
CA1968_160_03,Bryozoa,0.187,5.392,NA
CA1968_160_03,Finger,0.017,0.49,4
CA1968_160_03,Mycale acerata,0.1,2.883,2
CA1968_160_03,Polymastia invaginata,0.151,4.354,8
CA1968_160_03,Rossella podagrosa,1.075,30.995,NA
CA1968_160_03,Spikey,0.095,2.739,4
CA1968_160_03,Volcano,0.215,6.199,1
CA1968_160_04,Basketball,0.068,3.21,4
CA1968_160_04,Bryozoa,0.306,14.444,NA
CA1968_160_04,Isodictya erinacea,0.004,0.189,1
CA1968_160_04,Leucascus leptoraphis,0.002,0.094,1
CA1968_160_04,Mycale acerata,0.095,4.484,1
CA1968_160_04,Rossella podagrosa,0.911,43.002,NA
CA1968_160_04,Spikey,0.064,3.021,5
CA1968_160_04,Staghorn,0.068,3.21,1
CA1968_160_05,Basketball,0.06,1.771,5
CA1968_160_05,Bryozoa,0.653,19.276,NA
CA1968_160_05,Dendrilla antarctica,0.004,0.118,1
CA1968_160_05,Finger,0.046,1.358,7
CA1968_160_05,Isodictya erinacea,0.012,0.354,1
CA1968_160_05,Rossella podagrosa,1.355,39.999,NA
CA1968_160_05,Spikey,0.054,1.594,6
CA1968_160_05,Volcano,0.054,1.594,1
CA1968_160_06,Basketball,0.049,2.027,3
CA1968_160_06,Bryozoa,0.422,17.456,NA
CA1968_160_06,Fan,0.003,0.124,1
CA1968_160_06,Finger,0.013,0.538,5
CA1968_160_06,Mycale acerata,0.077,3.185,1
CA1968_160_06,Rossella podagrosa,1.257,51.996,NA
CA1968_160_06,Sphaerotylus antarcticus,0.29,11.996,1
CA1968_160_07,Basketball,0.071,2.461,8
CA1968_160_07,Bryozoa,0.021,0.728,NA
CA1968_160_07,Leucascus leptoraphis,0.074,2.565,1
CA1968_160_07,Pink Isodictya setifera,0.045,1.56,1
CA1968_160_07,Polymastia invaginata,0.093,3.224,7
CA1968_160_07,Rossella podagrosa,1.76,61.016,NA
CA1968_160_07,Sphaerotylus antarcticus,0.017,0.589,1
CA1968_160_07,Spikey,0.045,1.56,11
CA1968_160_08,Basketball,0.146,3.234,5
CA1968_160_08,Bryozoa,0.676,14.976,NA
CA1968_160_08,Polymastia invaginata,0.065,1.44,3
CA1968_160_08,Rossella podagrosa,2.483,55.008,NA
CA1968_160_08,Sphaerotylus antarcticus,0.074,1.639,3
CA1968_160_08,Spikey,0.06,1.329,11
CA1968_160_09,Basketball,0.089,3.483,6
CA1968_160_09,Bryozoa,0.385,15.068,NA
CA1968_160_09,Kirkpatrickia coulmani,0.007,0.274,1
CA1968_160_09,Polymastia invaginata,0.105,4.11,6
CA1968_160_09,Rossella podagrosa,1.073,41.996,NA
CA1968_160_09,Volcano,0.251,9.824,1
CA1968_160_10,Basketball,0.163,4.794,8
CA1968_160_10,Bryozoa,0.542,15.94,NA
CA1968_160_10,Leucascus leptoraphis,0.011,0.324,1
CA1968_160_10,Polymastia invaginata,0.079,2.323,4
CA1968_160_10,Rossella podagrosa,1.734,50.997,NA
CA1968_160_10,Spikey,0.087,2.559,7
CA1968_160_10,Volcano,0.432,12.705,3
CA1968_160_11,Basketball,0.118,3.801,7
CA1968_160_11,Bryozoa,0.092,2.963,NA
CA1968_160_11,Pink Isodictya setifera,0.018,0.58,1
CA1968_160_11,Polymastia invaginata,0.035,1.127,3
CA1968_160_11,Rossella podagrosa,2.204,70.989,NA
CA1968_160_11,Spikey,0.103,3.318,6
CA1968_160_11,Volcano,0.341,10.983,3
CA1968_160_12,Basketball,0.083,4.083,3
CA1968_160_12,Bryozoa,0.308,15.153,NA
CA1968_160_12,Finger,0.008,0.394,4
CA1968_160_12,Polymastia invaginata,0.059,2.903,5
CA1968_160_12,Rossella podagrosa,0.772,37.981,NA
CA1968_160_12,Sphaerotylus antarcticus,0.05,2.46,4
CA1968_160_12,Spikey,0.114,5.609,8
CA1968_160_12,Staghorn,0.108,5.313,1
CA1968_160_13,Bryozoa,0.197,4.828,NA
CA1968_160_13,Rossella podagrosa,2.53,62.007,NA
CA1968_160_13,Sphaerotylus antarcticus,0.197,4.828,3
CA1968_160_13,Spikey,0.3,7.353,4
CA1968_160_13,Volcano,0.672,16.47,2
CA1968_160_14,Basketball,0.147,4.132,5
CA1968_160_14,Bryozoa,0.239,6.717,NA
CA1968_160_14,Finger,0.026,0.731,2
CA1968_160_14,Mycale acerata,0.076,2.136,2
CA1968_160_14,Polymastia invaginata,0.087,2.445,6
CA1968_160_14,Rossella podagrosa,0.961,27.01,NA
CA1968_160_14,Spikey,0.076,2.136,5
CA1968_160_14,Volcano,0.225,6.324,2
CA1968_160_15,Basketball,0.059,2.023,2
CA1968_160_15,Bryozoa,0.339,11.623,NA
CA1968_160_15,Mycale acerata,0.014,0.48,1
CA1968_160_15,Polymastia invaginata,0.12,4.114,5
CA1968_160_15,Rossella podagrosa,1.779,60.996,NA
CA1968_160_15,Sphaerotylus antarcticus,0.032,1.097,3
CA1968_160_15,Spikey,0.041,1.406,2
CA1968_160_15,Volcano,0.139,4.766,1
CA1968_160_16,Basketball,0.034,1.514,2
CA1968_160_16,Bryozoa,0.228,10.154,NA
CA1968_160_16,Finger,0.015,0.668,3
CA1968_160_16,Polymastia invaginata,0.025,1.113,2
CA1968_160_16,Rossella podagrosa,0.198,8.818,NA
CA1968_160_16,Sphaerotylus antarcticus,0.073,3.251,1
CA1968_160_16,Spikey,0.095,4.231,2
CA1968_160_16,Volcano,0.074,3.296,1
CA1968_160_17,Basketball,0.053,2.005,2
CA1968_160_17,Bryozoa,0.409,15.471,NA
CA1968_160_17,Polymastia invaginata,0.126,4.766,5
CA1968_160_17,Rossella podagrosa,0.872,32.984,NA
CA1968_160_17,Sphaerotylus antarcticus,0.015,0.567,1
CA1968_160_17,Spikey,0.164,6.203,5
CA1968_160_18,Bryozoa,0.239,17.799,NA
CA1968_160_18,Finger,0.001,0.074,1
CA1968_160_18,Polymastia invaginata,0.018,1.34,2
CA1968_160_18,Rossella podagrosa,0.282,21.001,NA
CA1968_160_18,Spikey,0.089,6.628,4
CA1968_160_19,Basketball,0.154,6.763,4
CA1968_160_19,Bryozoa,0.044,1.932,NA
CA1968_160_19,Polymastia invaginata,0.074,3.25,8
CA1968_160_19,Rossella podagrosa,0.205,9.003,NA
CA1968_160_19,Spikey,0.053,2.328,8
CA1968_160_19,Volcano,0.279,12.253,1
CA1968_160_20,Bryozoa,0.352,15.56,NA
CA1968_160_20,Finger,0.011,0.486,3
CA1968_160_20,Leucascus leptoraphis,0.025,1.105,1
CA1968_160_20,Polymastia invaginata,0.06,2.652,8
CA1968_160_20,Rossella podagrosa,0.43,19.008,NA
CA1968_160_20,Spikey,0.091,4.023,14
CA1968_160_20,Staghorn,0.012,0.53,1
CA1968_160_20,Volcano,0.215,9.504,1
CA1968_160_21,Basketball,0.015,0.574,2
CA1968_160_21,Finger,0.019,0.727,1
CA1968_160_21,Leucascus leptoraphis,0.007,0.268,1
CA1968_160_21,Microxina sp,0.001,0.038,1
CA1968_160_21,Rossella podagrosa,0.732,27.998,NA
CA1968_160_21,Spikey,0.084,3.213,10
CA1968_160_21,Volcano,0.597,22.834,3
CA1968_180_01,Basketball,0.05,3.738,3
CA1968_180_01,Bryozoa,0.06,4.485,NA
CA1968_180_01,Finger,0.003,0.224,1
CA1968_180_01,Polymastia invaginata,0.016,1.196,5
CA1968_180_01,Rossella podagrosa,0.228,17.044,NA
CA1968_180_01,Spikey,0.009,0.673,1
CA1968_180_01,Staghorn,0.008,0.598,1
CA1968_180_02,Basketball,0.079,1.934,3
CA1968_180_02,Bryozoa,0.27,6.61,NA
CA1968_180_02,Finger,0.087,2.13,6
CA1968_180_02,Mycale acerata,0.019,0.465,1
CA1968_180_02,Pink Isodictya setifera,0.013,0.318,1
CA1968_180_02,Rossella podagrosa,1.226,30.012,NA
CA1968_180_02,Spikey,0.026,0.636,2
CA1968_180_02,Volcano,0.172,4.211,2
CA1968_180_03,Basketball,0.121,4.181,19
CA1968_180_03,Fan,0.022,0.76,1
CA1968_180_03,Finger,0.05,1.728,4
CA1968_180_03,Rossella podagrosa,1.794,61.99,NA
CA1968_180_03,Spikey,0.035,1.209,4
CA1968_180_03,Staghorn,0.045,1.555,4
CA1968_180_03,Volcano,0.053,1.831,2
CA1968_180_04,Finger,0.014,1.314,3
CA1968_180_04,Rossella podagrosa,0.49,46.001,NA
CA1968_180_04,Spikey,0.017,1.596,3
CA1968_180_04,Staghorn,0.01,0.939,1
CA1968_180_04,Volcano,0.052,4.882,1
CA1968_180_05,Basketball,0.055,1.75,10
CA1968_180_05,Finger,0.019,0.605,2
CA1968_180_05,Mycale acerata,0.055,1.75,1
CA1968_180_05,Rossella podagrosa,2.325,73.988,NA
CA1968_180_05,Staghorn,0.021,0.668,2
CA1968_180_05,Volcano,0.168,5.346,2
CA1968_180_06,Basketball,0.127,5.359,22
CA1968_180_06,Fan,0.032,1.35,3
CA1968_180_06,Finger,0.069,2.912,9
CA1968_180_06,Rossella podagrosa,1.92,81.019,NA
CA1968_180_06,Spikey,0.026,1.097,6
CA1968_180_06,Staghorn,0.039,1.646,1
CA1968_180_06,Volcano,0.102,4.304,3
CA1968_180_07,Basketball,0.036,1.093,5
CA1968_180_07,Finger,0.079,2.399,10
CA1968_180_07,Rossella podagrosa,1.437,43.635,NA
CA1968_180_07,Spikey,0.026,0.79,4
CA1968_180_07,Staghorn,0.029,0.881,3
CA1968_180_07,Volcano,0.103,3.128,2
CA1968_180_08,Basketball,0.077,3.067,11
CA1968_180_08,Bryozoa,0.058,2.311,NA
CA1968_180_08,Finger,0.007,0.279,4
CA1968_180_08,Rossella podagrosa,1.908,76.01,NA
CA1968_180_08,Spikey,0.012,0.478,2
CA1968_180_08,Volcano,0.155,6.175,1
CA1968_180_09,Basketball,0.065,2.692,4
CA1968_180_09,Finger,0.01,0.414,1
CA1968_180_09,Isodictya erinacea,0.004,0.166,1
CA1968_180_09,Rossella podagrosa,1.28,53.002,NA
CA1968_180_09,Staghorn,0.01,0.414,1
CA1968_180_09,Volcano,0.008,0.331,1
CA1968_180_10,Basketball,0.042,1.238,8
CA1968_180_10,Finger,0.046,1.356,4
CA1968_180_10,Rossella podagrosa,2.307,67.989,NA
CA1968_180_10,Spikey,0.014,0.413,3
CA1968_180_10,Staghorn,0.074,2.181,3
